,datahora,t_1,t_10,t_100,t_120,t_13,t_140,t_180,t_20,t_300,t_40,t_5,t_500,t_60,t_80
0,1999-11-02 12:00:00+00:00,25.24,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,1999-11-03 12:00:00+00:00,25.46,-99999.0,-99999.0,14.36,-99999.0,14.0,13.3,25.33,9.91,24.67,-99999.0,7.59,19.95,15.71
2,1999-11-04 12:00:00+00:00,25.61,-99999.0,-99999.0,14.33,-99999.0,13.98,13.37,25.37,10.16,23.64,-99999.0,7.61,18.01,15.3
3,1999-11-05 12:00:00+00:00,25.83,-99999.0,-99999.0,14.26,-99999.0,13.92,13.37,25.47,10.51,23.83,-99999.0,7.56,18.51,15.34
4,1999-11-06 12:00:00+00:00,25.77,-99999.0,-99999.0,14.37,-99999.0,14.06,13.57,25.67,10.75,25.24,-99999.0,7.57,21.58,15.98
5,1999-11-07 12:00:00+00:00,25.71,-99999.0,-99999.0,14.33,-99999.0,14.04,13.54,25.64,10.6,25.52,-99999.0,7.72,21.61,16.47
6,1999-11-08 12:00:00+00:00,25.71,-99999.0,-99999.0,14.28,-99999.0,14.04,13.63,25.63,10.67,25.41,-99999.0,7.84,22.06,16.07
7,1999-11-09 12:00:00+00:00,25.69,-99999.0,-99999.0,14.12,-99999.0,14.02,13.51,25.63,10.46,25.26,-99999.0,7.61,19.95,15.55
8,1999-11-10 12:00:00+00:00,25.63,-99999.0,-99999.0,14.0,-99999.0,13.88,13.36,25.59,10.16,25.36,-99999.0,7.61,18.96,15.38
9,1999-11-11 12:00:00+00:00,25.62,-99999.0,-99999.0,13.94,-99999.0,13.77,13.26,25.58,10.55,25.23,-99999.0,7.61,18.28,15.23
10,1999-11-12 12:00:00+00:00,25.65,-99999.0,-99999.0,13.96,-99999.0,13.73,13.27,25.55,10.66,25.28,-99999.0,7.64,19.77,15.3
11,1999-11-13 12:00:00+00:00,25.58,-99999.0,-99999.0,13.92,-99999.0,13.74,13.29,25.55,10.42,24.77,-99999.0,7.58,17.85,14.74
