,datahora,t_1,t_10,t_100,t_120,t_13,t_140,t_180,t_20,t_300,t_40,t_5,t_500,t_60,t_80
0,1999-11-03 12:00:00+00:00,26.53,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,1999-11-04 12:00:00+00:00,26.33,-99999.0,16.12,15.47,-99999.0,14.94,14.19,26.24,-99999.0,25.78,-99999.0,7.89,23.49,17.31
2,1999-11-05 12:00:00+00:00,26.43,-99999.0,16.01,15.26,-99999.0,14.81,13.88,26.24,-99999.0,25.97,-99999.0,7.87,23.94,17.4
3,1999-11-06 12:00:00+00:00,26.38,-99999.0,15.54,15.08,-99999.0,14.61,13.74,26.29,10.03,25.78,-99999.0,7.83,20.49,16.69
4,1999-11-07 12:00:00+00:00,26.49,-99999.0,15.46,15.04,-99999.0,14.68,13.82,26.39,10.07,25.84,-99999.0,7.86,20.8,16.43
5,1999-11-08 12:00:00+00:00,26.68,-99999.0,15.46,15.01,-99999.0,14.64,14.09,26.56,10.48,26.19,-99999.0,7.87,21.54,16.49
6,1999-11-09 12:00:00+00:00,26.68,-99999.0,15.36,14.82,-99999.0,14.56,13.95,26.61,10.52,26.45,-99999.0,7.89,22.99,16.67
7,1999-11-10 12:00:00+00:00,26.52,-99999.0,15.54,14.99,-99999.0,14.61,13.97,26.49,10.08,26.4,-99999.0,7.76,21.42,16.9
8,1999-11-11 12:00:00+00:00,26.43,-99999.0,15.56,14.88,-99999.0,14.53,13.86,26.37,10.04,26.27,-99999.0,7.93,21.53,16.89
9,1999-11-12 12:00:00+00:00,26.37,-99999.0,15.46,14.74,-99999.0,14.45,13.92,26.24,10.62,26.13,-99999.0,7.99,21.61,16.85
10,1999-11-13 12:00:00+00:00,26.35,-99999.0,15.46,14.81,-99999.0,14.61,14.02,26.26,11.01,26.11,-99999.0,8.04,23.24,17.16
11,1999-11-14 12:00:00+00:00,26.32,-99999.0,15.69,14.95,-99999.0,14.67,13.95,26.26,10.58,26.17,-99999.0,8.08,24.73,18.23
12,1999-11-15 12:00:00+00:00,26.41,-99999.0,15.71,15.01,-99999.0,14.64,13.9,26.36,10.68,26.31,-99999.0,7.86,23.96,17.05
13,1999-11-16 12:00:00+00:00,26.62,-99999.0,15.59,14.91,-99999.0,14.41,13.71,26.58,10.99,26.4,-99999.0,7.65,22.59,16.35
14,1999-11-17 12:00:00+00:00,26.56,-99999.0,15.48,14.66,-99999.0,14.21,13.71,26.47,11.11,26.34,-99999.0,7.44,24.08,16.6
15,1999-11-18 12:00:00+00:00,26.4,-99999.0,15.28,14.44,-99999.0,14.06,13.64,26.34,11.11,26.22,-99999.0,7.57,24.18,16.77
16,1999-11-19 12:00:00+00:00,26.19,-99999.0,14.81,14.22,-99999.0,13.86,13.64,26.02,11.09,25.86,-99999.0,7.65,22.14,16.34
17,1999-11-20 12:00:00+00:00,26.15,-99999.0,14.83,14.27,-99999.0,13.81,13.7,25.96,11.19,25.88,-99999.0,7.72,24.92,16.96
18,1999-11-21 12:00:00+00:00,26.08,-99999.0,15.13,14.33,-99999.0,13.86,13.74,26.02,11.35,25.97,-99999.0,7.71,25.94,17.46
19,1999-11-22 12:00:00+00:00,26.4,-99999.0,15.1,14.29,-99999.0,13.9,13.78,26.26,11.51,26.12,-99999.0,7.72,26.03,17.16
20,1999-11-23 12:00:00+00:00,26.85,-99999.0,14.76,14.1,-99999.0,13.9,13.81,26.67,11.48,26.26,-99999.0,7.65,25.98,16.67
21,1999-11-24 12:00:00+00:00,26.63,-99999.0,14.89,14.25,-99999.0,13.95,13.85,26.42,11.62,26.16,-99999.0,7.86,25.87,16.57
22,1999-11-25 12:00:00+00:00,26.38,-99999.0,14.68,14.23,-99999.0,13.96,13.86,26.22,11.43,26.14,-99999.0,7.71,25.41,15.43
23,1999-11-26 12:00:00+00:00,26.47,-99999.0,14.73,14.29,-99999.0,13.97,13.86,26.3,11.47,26.22,-99999.0,7.72,25.62,16.45
24,1999-11-27 12:00:00+00:00,26.67,-99999.0,15.39,14.41,-99999.0,14.1,13.85,26.53,11.39,26.44,-99999.0,7.73,26.03,17.5
25,1999-11-28 12:00:00+00:00,26.85,-99999.0,15.51,14.44,-99999.0,14.03,13.91,26.79,11.51,26.56,-99999.0,7.9,24.13,17.22
26,1999-11-29 12:00:00+00:00,27.1,-99999.0,14.62,14.26,-99999.0,14.02,13.85,27.01,11.59,26.62,-99999.0,7.76,24.08,16.17
27,1999-11-30 12:00:00+00:00,27.29,-99999.0,14.48,14.25,-99999.0,14.03,13.79,27.17,11.67,26.82,-99999.0,7.65,25.44,16.56
28,1999-12-01 12:00:00+00:00,27.1,-99999.0,14.68,14.29,-99999.0,14.1,13.9,26.98,11.69,26.85,-99999.0,7.74,25.95,16.59
29,1999-12-02 12:00:00+00:00,27.05,-99999.0,14.51,14.24,-99999.0,14.09,13.85,26.98,11.64,26.92,-99999.0,7.94,23.25,15.84
30,1999-12-03 12:00:00+00:00,27.11,-99999.0,14.54,14.25,-99999.0,14.07,13.83,27.05,11.47,26.86,-99999.0,7.91,22.64,15.86
31,1999-12-04 12:00:00+00:00,27.21,-99999.0,14.66,14.34,-99999.0,14.15,13.88,27.07,11.58,26.85,-99999.0,7.79,22.74,15.95
32,1999-12-05 12:00:00+00:00,27.23,-99999.0,14.88,14.45,-99999.0,14.18,13.93,27.15,11.73,26.88,-99999.0,7.68,22.81,15.88
33,1999-12-06 12:00:00+00:00,27.09,-99999.0,14.69,14.28,-99999.0,14.11,13.85,27.08,11.55,26.93,-99999.0,7.43,23.21,15.56
34,1999-12-07 12:00:00+00:00,27.12,-99999.0,14.48,14.21,-99999.0,14.09,13.81,27.08,11.84,27.03,-99999.0,7.34,22.47,15.5
35,1999-12-08 12:00:00+00:00,27.18,-99999.0,14.44,14.17,-99999.0,14.06,13.77,27.08,11.6,27.04,-99999.0,7.56,22.96,15.38
36,1999-12-09 12:00:00+00:00,27.3,-99999.0,14.44,14.21,-99999.0,14.07,13.73,27.15,11.57,27.07,-99999.0,7.62,24.06,15.46
37,1999-12-10 12:00:00+00:00,27.47,-99999.0,14.75,14.33,-99999.0,14.12,13.77,27.34,11.76,27.14,-99999.0,7.72,21.79,15.68
38,1999-12-11 12:00:00+00:00,27.62,-99999.0,14.92,14.48,-99999.0,14.23,13.86,27.42,11.75,27.14,-99999.0,7.71,22.32,16.07
39,1999-12-12 12:00:00+00:00,27.75,-99999.0,14.8,14.37,-99999.0,14.12,13.8,27.52,11.87,27.1,-99999.0,7.64,22.12,15.93
40,1999-12-13 12:00:00+00:00,27.8,-99999.0,14.89,14.43,-99999.0,14.17,13.88,27.54,11.87,26.66,-99999.0,7.56,21.08,16.02
41,1999-12-14 12:00:00+00:00,27.83,-99999.0,14.63,14.23,-99999.0,14.03,13.86,27.68,11.37,26.54,-99999.0,7.57,19.87,15.41
42,1999-12-15 12:00:00+00:00,28.01,-99999.0,14.73,14.25,-99999.0,14.01,13.83,27.85,11.1,27.06,-99999.0,7.58,22.46,15.84
43,1999-12-16 12:00:00+00:00,27.87,-99999.0,14.75,14.35,-99999.0,14.06,13.85,27.9,11.56,27.13,-99999.0,7.76,22.17,15.59
44,1999-12-17 12:00:00+00:00,28.04,-99999.0,14.7,14.38,-99999.0,14.05,13.88,27.96,12.02,27.38,-99999.0,7.54,20.0,15.38
45,1999-12-18 12:00:00+00:00,28.08,-99999.0,14.9,14.52,-99999.0,14.2,13.88,27.95,11.82,27.11,-99999.0,7.4,21.06,15.92
46,1999-12-19 12:00:00+00:00,28.1,-99999.0,15.08,14.64,-99999.0,14.33,13.89,28.05,12.01,27.85,-99999.0,7.43,22.65,16.72
47,1999-12-20 12:00:00+00:00,27.98,-99999.0,15.32,14.7,-99999.0,14.32,13.92,28.06,11.96,28.01,-99999.0,7.59,22.89,16.87
48,1999-12-21 12:00:00+00:00,27.62,-99999.0,15.51,14.87,-99999.0,14.39,13.9,28.05,11.67,27.93,-99999.0,7.61,23.15,17.47
49,1999-12-22 12:00:00+00:00,27.19,-99999.0,15.3,14.72,-99999.0,14.32,13.87,28.05,11.62,28.02,-99999.0,7.62,25.2,17.44
