datahora,Macrorregioes,Normal(mm),Observado(mm),Desvio(%)
1995-03-01 12:00:00+00:00,Jaguaribana,189.5,183.3,-3.3
1995-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,265.1,5.7
1995-03-01 12:00:00+00:00,Litoral De Pecem,231.5,232.8,0.6
1995-03-01 12:00:00+00:00,Litoral Norte,264.2,301.4,14.1
1995-03-01 12:00:00+00:00,Macico De Baturite,209.5,148.2,-29.3
1995-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,135.7,-21.0
1995-04-01 12:00:00+00:00,Cariri,178.5,239.5,34.1
1995-04-01 12:00:00+00:00,Ibiapaba,208.0,334.9,61.0
1995-04-01 12:00:00+00:00,Jaguaribana,184.2,196.1,6.5
1995-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,478.3,81.6
1995-04-01 12:00:00+00:00,Litoral De Pecem,210.0,373.3,77.8
1995-04-01 12:00:00+00:00,Litoral Norte,240.2,317.7,32.3
1995-04-01 12:00:00+00:00,Macico De Baturite,222.5,311.7,40.1
1995-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,228.3,44.8
1995-05-01 12:00:00+00:00,Cariri,64.1,120.8,88.5
1995-05-01 12:00:00+00:00,Ibiapaba,97.0,216.1,122.8
1995-05-01 12:00:00+00:00,Jaguaribana,100.6,181.8,80.7
1995-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,275.1,84.8
1995-05-01 12:00:00+00:00,Litoral De Pecem,112.0,221.6,97.9
1995-05-01 12:00:00+00:00,Litoral Norte,121.5,212.3,74.7
1995-05-01 12:00:00+00:00,Macico De Baturite,136.6,253.1,85.3
1995-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,130.1,86.0
1995-06-01 12:00:00+00:00,Cariri,20.1,16.8,-16.1
1995-06-01 12:00:00+00:00,Ibiapaba,32.8,34.1,4.1
1995-06-01 12:00:00+00:00,Jaguaribana,43.2,76.3,76.3
1995-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,83.1,-6.6
1995-06-01 12:00:00+00:00,Litoral De Pecem,53.6,42.1,-21.5
1995-06-01 12:00:00+00:00,Litoral Norte,37.3,22.5,-39.6
1995-06-01 12:00:00+00:00,Macico De Baturite,81.6,90.6,11.0
1995-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,24.2,-16.5
1995-07-01 12:00:00+00:00,Cariri,10.4,19.6,89.0
1995-07-01 12:00:00+00:00,Ibiapaba,12.0,17.3,44.5
1995-07-01 12:00:00+00:00,Jaguaribana,18.1,44.7,146.4
1995-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,50.0,51.0
1995-07-01 12:00:00+00:00,Litoral De Pecem,21.8,22.3,2.3
1995-07-01 12:00:00+00:00,Litoral Norte,11.6,21.1,81.1
1995-07-01 12:00:00+00:00,Macico De Baturite,33.9,73.6,117.1
1995-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,21.3,65.7
1995-08-01 12:00:00+00:00,Cariri,3.4,0.4,-88.3
1995-08-01 12:00:00+00:00,Ibiapaba,2.7,0.3,-88.7
1995-08-01 12:00:00+00:00,Jaguaribana,6.7,0.7,-89.4
1995-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,0.0,-99.7
1995-08-01 12:00:00+00:00,Litoral De Pecem,4.2,0.0,-100.0
1995-08-01 12:00:00+00:00,Litoral Norte,2.2,0.1,-96.8
1995-08-01 12:00:00+00:00,Macico De Baturite,12.9,0.3,-97.4
1995-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,1.3,-73.6
1995-09-01 12:00:00+00:00,Cariri,5.6,0.9,-83.3
1995-09-01 12:00:00+00:00,Ibiapaba,1.1,0.0,-100.0
1995-09-01 12:00:00+00:00,Jaguaribana,1.4,0.7,-51.1
1995-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,0.2,-96.1
1995-09-01 12:00:00+00:00,Litoral De Pecem,1.8,0.0,-100.0
1995-09-01 12:00:00+00:00,Litoral Norte,0.5,0.1,-86.1
1995-09-01 12:00:00+00:00,Macico De Baturite,4.5,0.3,-93.3
1995-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,0.2,-87.7
1995-10-01 12:00:00+00:00,Cariri,13.5,16.0,18.8
1995-10-01 12:00:00+00:00,Ibiapaba,3.0,10.3,238.7
1995-10-01 12:00:00+00:00,Jaguaribana,2.6,1.0,-62.2
1995-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,3.0,-8.8
1995-10-01 12:00:00+00:00,Litoral De Pecem,1.4,0.2,-83.2
1995-10-01 12:00:00+00:00,Litoral Norte,0.7,0.1,-84.6
1995-10-01 12:00:00+00:00,Macico De Baturite,3.5,1.8,-48.4
1995-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,11.0,202.8
1995-11-01 12:00:00+00:00,Cariri,19.5,49.5,153.5
1995-11-01 12:00:00+00:00,Ibiapaba,6.8,7.1,4.3
1995-11-01 12:00:00+00:00,Jaguaribana,3.2,20.6,547.2
1995-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,4.6,27.3
1995-11-01 12:00:00+00:00,Litoral De Pecem,2.0,1.9,-5.7
1995-11-01 12:00:00+00:00,Litoral Norte,1.4,1.4,-4.4
1995-11-01 12:00:00+00:00,Macico De Baturite,5.1,5.3,2.5
1995-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,30.6,509.1
1995-12-01 12:00:00+00:00,Cariri,68.0,17.4,-74.4
1995-12-01 12:00:00+00:00,Ibiapaba,34.2,16.0,-53.1
1995-12-01 12:00:00+00:00,Jaguaribana,21.4,4.1,-81.1
1995-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,8.8,-65.3
1995-12-01 12:00:00+00:00,Litoral De Pecem,18.2,9.4,-48.2
1995-12-01 12:00:00+00:00,Litoral Norte,20.5,1.7,-91.8
1995-12-01 12:00:00+00:00,Macico De Baturite,23.9,4.9,-79.5
1995-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,3.8,-88.2
1996-01-01 12:00:00+00:00,Cariri,147.7,220.1,49.0
1996-01-01 12:00:00+00:00,Ibiapaba,109.5,123.0,12.4
1996-01-01 12:00:00+00:00,Jaguaribana,84.7,113.0,33.4
1996-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,124.9,29.8
1996-01-01 12:00:00+00:00,Litoral De Pecem,87.5,135.8,55.3
1996-01-01 12:00:00+00:00,Litoral Norte,111.0,115.7,4.2
1996-01-01 12:00:00+00:00,Macico De Baturite,96.9,204.6,111.0
1996-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,130.9,49.4
1996-02-01 12:00:00+00:00,Cariri,157.7,208.2,32.0
1996-02-01 12:00:00+00:00,Ibiapaba,136.6,107.8,-21.1
1996-02-01 12:00:00+00:00,Jaguaribana,105.7,78.5,-25.8
1996-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,176.7,32.2
1996-02-01 12:00:00+00:00,Litoral De Pecem,122.9,120.7,-1.8
1996-02-01 12:00:00+00:00,Litoral Norte,152.4,130.4,-14.5
1996-02-01 12:00:00+00:00,Macico De Baturite,116.8,141.5,21.2
1996-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,84.7,-13.2
1996-03-01 12:00:00+00:00,Cariri,216.3,193.8,-10.4
1996-03-01 12:00:00+00:00,Ibiapaba,230.5,333.2,44.5
1996-03-01 12:00:00+00:00,Jaguaribana,189.5,207.3,9.4
1996-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,372.9,48.7
1996-03-01 12:00:00+00:00,Litoral De Pecem,231.5,371.6,60.5
1996-03-01 12:00:00+00:00,Litoral Norte,264.2,361.9,37.0
1996-03-01 12:00:00+00:00,Macico De Baturite,209.5,283.0,35.1
1996-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,193.8,12.8
1996-04-01 12:00:00+00:00,Cariri,178.5,216.2,21.1
1996-04-01 12:00:00+00:00,Ibiapaba,208.0,329.3,58.3
1996-04-01 12:00:00+00:00,Jaguaribana,184.2,233.7,26.8
1996-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,423.0,60.7
1996-04-01 12:00:00+00:00,Litoral De Pecem,210.0,303.0,44.3
1996-04-01 12:00:00+00:00,Litoral Norte,240.2,376.5,56.8
1996-04-01 12:00:00+00:00,Macico De Baturite,222.5,331.6,49.0
1996-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,253.6,60.8
1996-05-01 12:00:00+00:00,Cariri,64.1,117.7,83.7
1996-05-01 12:00:00+00:00,Ibiapaba,97.0,46.8,-51.7
1996-05-01 12:00:00+00:00,Jaguaribana,100.6,110.2,9.5
1996-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,148.5,-0.2
1996-05-01 12:00:00+00:00,Litoral De Pecem,112.0,127.4,13.7
1996-05-01 12:00:00+00:00,Litoral Norte,121.5,107.3,-11.7
1996-05-01 12:00:00+00:00,Macico De Baturite,136.6,117.2,-14.2
1996-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,89.1,27.3
1996-06-01 12:00:00+00:00,Cariri,20.1,11.9,-40.9
1996-06-01 12:00:00+00:00,Ibiapaba,32.8,10.2,-68.7
1996-06-01 12:00:00+00:00,Jaguaribana,43.2,8.9,-79.5
1996-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,20.4,-77.1
1996-06-01 12:00:00+00:00,Litoral De Pecem,53.6,6.1,-88.7
1996-06-01 12:00:00+00:00,Litoral Norte,37.3,5.8,-84.5
1996-06-01 12:00:00+00:00,Macico De Baturite,81.6,15.1,-81.5
1996-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,5.9,-79.8
1996-07-01 12:00:00+00:00,Cariri,10.4,3.7,-64.5
1996-07-01 12:00:00+00:00,Ibiapaba,12.0,13.4,11.7
1996-07-01 12:00:00+00:00,Jaguaribana,18.1,18.0,-0.7
1996-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,14.5,-56.1
1996-07-01 12:00:00+00:00,Litoral De Pecem,21.8,7.1,-67.5
1996-07-01 12:00:00+00:00,Litoral Norte,11.6,14.6,25.6
1996-07-01 12:00:00+00:00,Macico De Baturite,33.9,12.4,-63.4
1996-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,7.4,-42.3
1996-08-01 12:00:00+00:00,Cariri,3.4,7.6,123.5
1996-08-01 12:00:00+00:00,Ibiapaba,2.7,15.1,450.6
1996-08-01 12:00:00+00:00,Jaguaribana,6.7,15.5,132.2
1996-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,13.3,32.7
1996-08-01 12:00:00+00:00,Litoral De Pecem,4.2,8.2,95.4
1996-08-01 12:00:00+00:00,Litoral Norte,2.2,5.1,135.2
1996-08-01 12:00:00+00:00,Macico De Baturite,12.9,23.6,83.8
1996-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,11.6,139.1
1996-09-01 12:00:00+00:00,Cariri,5.6,11.8,113.2
1996-09-01 12:00:00+00:00,Ibiapaba,1.1,0.2,-84.6
1996-09-01 12:00:00+00:00,Jaguaribana,1.4,1.0,-25.5
1996-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,1.5,-73.7
1996-09-01 12:00:00+00:00,Litoral De Pecem,1.8,0.7,-60.0
1996-09-01 12:00:00+00:00,Litoral Norte,0.5,0.5,1.3
1996-09-01 12:00:00+00:00,Macico De Baturite,4.5,4.9,10.5
1996-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,1.2,-37.1
1996-10-01 12:00:00+00:00,Cariri,13.5,22.8,68.9
1996-10-01 12:00:00+00:00,Ibiapaba,3.0,1.9,-36.5
1996-10-01 12:00:00+00:00,Jaguaribana,2.6,1.4,-47.2
1996-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,4.5,36.3
1996-10-01 12:00:00+00:00,Litoral De Pecem,1.4,1.1,-18.0
1996-10-01 12:00:00+00:00,Litoral Norte,0.7,1.3,79.5
1996-10-01 12:00:00+00:00,Macico De Baturite,3.5,13.0,266.4
1996-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,4.5,24.2
1996-11-01 12:00:00+00:00,Cariri,19.5,97.5,399.3
1996-11-01 12:00:00+00:00,Ibiapaba,6.8,46.8,591.7
1996-11-01 12:00:00+00:00,Jaguaribana,3.2,4.6,43.6
1996-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,3.7,0.4
1996-11-01 12:00:00+00:00,Litoral De Pecem,2.0,9.7,384.7
1996-11-01 12:00:00+00:00,Litoral Norte,1.4,2.9,98.2
1996-11-01 12:00:00+00:00,Macico De Baturite,5.1,14.5,181.7
1996-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,15.7,212.8
1996-12-01 12:00:00+00:00,Cariri,68.0,46.3,-31.9
1996-12-01 12:00:00+00:00,Ibiapaba,34.2,5.4,-84.1
1996-12-01 12:00:00+00:00,Jaguaribana,21.4,5.4,-74.8
1996-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,4.4,-82.7
1996-12-01 12:00:00+00:00,Litoral De Pecem,18.2,1.3,-92.8
1996-12-01 12:00:00+00:00,Litoral Norte,20.5,0.3,-98.7
1996-12-01 12:00:00+00:00,Macico De Baturite,23.9,4.1,-83.0
1996-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,8.2,-74.5
1997-01-01 12:00:00+00:00,Cariri,147.7,157.6,6.7
1997-01-01 12:00:00+00:00,Ibiapaba,109.5,87.4,-20.2
1997-01-01 12:00:00+00:00,Jaguaribana,84.7,68.7,-18.9
1997-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,21.5,-77.7
1997-01-01 12:00:00+00:00,Litoral De Pecem,87.5,14.2,-83.8
1997-01-01 12:00:00+00:00,Litoral Norte,111.0,40.8,-63.3
1997-01-01 12:00:00+00:00,Macico De Baturite,96.9,36.6,-62.2
1997-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,115.1,31.4
1997-02-01 12:00:00+00:00,Cariri,157.7,114.9,-27.2
1997-02-01 12:00:00+00:00,Ibiapaba,136.6,63.7,-53.4
1997-02-01 12:00:00+00:00,Jaguaribana,105.7,100.3,-5.2
1997-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,32.2,-75.9
1997-02-01 12:00:00+00:00,Litoral De Pecem,122.9,25.8,-79.0
1997-02-01 12:00:00+00:00,Litoral Norte,152.4,28.1,-81.6
1997-02-01 12:00:00+00:00,Macico De Baturite,116.8,51.7,-55.8
1997-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,70.9,-27.4
1997-03-01 12:00:00+00:00,Cariri,216.3,236.3,9.2
1997-03-01 12:00:00+00:00,Ibiapaba,230.5,239.1,3.7
1997-03-01 12:00:00+00:00,Jaguaribana,189.5,163.1,-13.9
1997-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,200.1,-20.2
1997-03-01 12:00:00+00:00,Litoral De Pecem,231.5,181.4,-21.6
1997-03-01 12:00:00+00:00,Litoral Norte,264.2,207.0,-21.7
1997-03-01 12:00:00+00:00,Macico De Baturite,209.5,162.6,-22.4
1997-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,213.6,24.3
1997-04-01 12:00:00+00:00,Cariri,178.5,118.8,-33.5
1997-04-01 12:00:00+00:00,Ibiapaba,208.0,198.8,-4.5
1997-04-01 12:00:00+00:00,Jaguaribana,184.2,151.2,-17.9
1997-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,275.4,4.6
1997-04-01 12:00:00+00:00,Litoral De Pecem,210.0,163.1,-22.3
1997-04-01 12:00:00+00:00,Litoral Norte,240.2,200.1,-16.7
1997-04-01 12:00:00+00:00,Macico De Baturite,222.5,162.1,-27.1
1997-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,143.8,-8.8
1997-05-01 12:00:00+00:00,Cariri,64.1,69.3,8.2
1997-05-01 12:00:00+00:00,Ibiapaba,97.0,76.9,-20.7
1997-05-01 12:00:00+00:00,Jaguaribana,100.6,83.2,-17.4
1997-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,181.8,22.1
1997-05-01 12:00:00+00:00,Litoral De Pecem,112.0,101.8,-9.1
1997-05-01 12:00:00+00:00,Litoral Norte,121.5,77.9,-35.9
1997-05-01 12:00:00+00:00,Macico De Baturite,136.6,121.5,-11.0
1997-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,70.3,0.5
1997-06-01 12:00:00+00:00,Cariri,20.1,8.1,-59.6
1997-06-01 12:00:00+00:00,Ibiapaba,32.8,1.9,-94.1
1997-06-01 12:00:00+00:00,Jaguaribana,43.2,0.3,-99.4
1997-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,2.8,-96.8
1997-06-01 12:00:00+00:00,Litoral De Pecem,53.6,5.9,-89.0
1997-06-01 12:00:00+00:00,Litoral Norte,37.3,0.6,-98.3
1997-06-01 12:00:00+00:00,Macico De Baturite,81.6,2.3,-97.2
1997-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,2.6,-91.2
1997-07-01 12:00:00+00:00,Cariri,10.4,11.2,8.2
1997-07-01 12:00:00+00:00,Ibiapaba,12.0,0.7,-93.8
1997-07-01 12:00:00+00:00,Jaguaribana,18.1,2.7,-85.0
1997-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,12.6,-62.0
1997-07-01 12:00:00+00:00,Litoral De Pecem,21.8,4.4,-79.7
1997-07-01 12:00:00+00:00,Litoral Norte,11.6,0.9,-92.2
1997-07-01 12:00:00+00:00,Macico De Baturite,33.9,4.5,-86.7
1997-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,4.7,-63.5
1997-08-01 12:00:00+00:00,Cariri,3.4,2.0,-41.2
1997-08-01 12:00:00+00:00,Ibiapaba,2.7,1.7,-39.6
1997-08-01 12:00:00+00:00,Jaguaribana,6.7,5.9,-11.8
1997-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,8.3,-17.3
1997-08-01 12:00:00+00:00,Litoral De Pecem,4.2,3.3,-21.9
1997-08-01 12:00:00+00:00,Litoral Norte,2.2,1.0,-52.1
1997-08-01 12:00:00+00:00,Macico De Baturite,12.9,1.4,-88.8
1997-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,3.9,-19.5
1997-09-01 12:00:00+00:00,Cariri,5.6,0.3,-94.4
1997-09-01 12:00:00+00:00,Ibiapaba,1.1,0.2,-86.4
1997-09-01 12:00:00+00:00,Jaguaribana,1.4,0.0,-99.3
1997-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,0.2,-97.4
1997-09-01 12:00:00+00:00,Litoral De Pecem,1.8,0.0,-100.0
1997-09-01 12:00:00+00:00,Litoral Norte,0.5,0.2,-66.3
1997-09-01 12:00:00+00:00,Macico De Baturite,4.5,0.2,-96.6
1997-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,0.2,-88.8
1997-10-01 12:00:00+00:00,Cariri,13.5,17.2,27.3
1997-10-01 12:00:00+00:00,Ibiapaba,3.0,0.6,-80.9
1997-10-01 12:00:00+00:00,Jaguaribana,2.6,1.7,-36.4
1997-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,0.1,-95.8
1997-10-01 12:00:00+00:00,Litoral De Pecem,1.4,0.2,-89.0
1997-10-01 12:00:00+00:00,Litoral Norte,0.7,0.0,-100.0
1997-10-01 12:00:00+00:00,Macico De Baturite,3.5,0.5,-85.1
1997-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,1.0,-71.4
1997-11-01 12:00:00+00:00,Cariri,19.5,26.0,33.0
1997-11-01 12:00:00+00:00,Ibiapaba,6.8,4.6,-31.5
1997-11-01 12:00:00+00:00,Jaguaribana,3.2,1.3,-58.9
1997-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,9.9,173.3
1997-11-01 12:00:00+00:00,Litoral De Pecem,2.0,1.2,-37.8
1997-11-01 12:00:00+00:00,Litoral Norte,1.4,0.9,-38.3
1997-11-01 12:00:00+00:00,Macico De Baturite,5.1,4.7,-9.0
1997-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,4.1,-18.1
1997-12-01 12:00:00+00:00,Cariri,68.0,78.4,15.3
1997-12-01 12:00:00+00:00,Ibiapaba,34.2,17.7,-48.3
1997-12-01 12:00:00+00:00,Jaguaribana,21.4,18.9,-11.4
1997-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,31.3,23.9
1997-12-01 12:00:00+00:00,Litoral De Pecem,18.2,16.0,-12.0
1997-12-01 12:00:00+00:00,Litoral Norte,20.5,22.1,7.5
1997-12-01 12:00:00+00:00,Macico De Baturite,23.9,42.6,77.9
1997-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,29.9,-7.1
1998-01-01 12:00:00+00:00,Cariri,147.7,177.0,19.8
1998-01-01 12:00:00+00:00,Ibiapaba,109.5,153.3,40.0
1998-01-01 12:00:00+00:00,Jaguaribana,84.7,122.7,44.9
1998-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,149.5,55.4
1998-01-01 12:00:00+00:00,Litoral De Pecem,87.5,182.0,108.1
1998-01-01 12:00:00+00:00,Litoral Norte,111.0,157.6,42.0
1998-01-01 12:00:00+00:00,Macico De Baturite,96.9,174.1,79.6
1998-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,91.5,4.4
1998-02-01 12:00:00+00:00,Cariri,157.7,96.5,-38.8
1998-02-01 12:00:00+00:00,Ibiapaba,136.6,40.2,-70.6
1998-02-01 12:00:00+00:00,Jaguaribana,105.7,26.6,-74.9
1998-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,51.4,-61.6
1998-02-01 12:00:00+00:00,Litoral De Pecem,122.9,51.1,-58.5
1998-02-01 12:00:00+00:00,Litoral Norte,152.4,58.3,-61.7
1998-02-01 12:00:00+00:00,Macico De Baturite,116.8,52.2,-55.3
1998-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,29.5,-69.8
1998-03-01 12:00:00+00:00,Cariri,216.3,113.4,-47.6
1998-03-01 12:00:00+00:00,Ibiapaba,230.5,105.5,-54.3
1998-03-01 12:00:00+00:00,Jaguaribana,189.5,114.3,-39.7
1998-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,159.7,-36.3
1998-03-01 12:00:00+00:00,Litoral De Pecem,231.5,129.2,-44.2
1998-03-01 12:00:00+00:00,Litoral Norte,264.2,162.4,-38.5
1998-03-01 12:00:00+00:00,Macico De Baturite,209.5,153.7,-26.7
1998-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,100.2,-41.7
1998-04-01 12:00:00+00:00,Cariri,178.5,92.0,-48.5
1998-04-01 12:00:00+00:00,Ibiapaba,208.0,66.8,-67.9
1998-04-01 12:00:00+00:00,Jaguaribana,184.2,40.4,-78.1
1998-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,81.0,-69.2
1998-04-01 12:00:00+00:00,Litoral De Pecem,210.0,94.8,-54.9
1998-04-01 12:00:00+00:00,Litoral Norte,240.2,82.8,-65.5
1998-04-01 12:00:00+00:00,Macico De Baturite,222.5,75.6,-66.0
1998-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,51.2,-67.6
1998-05-01 12:00:00+00:00,Cariri,64.1,2.9,-95.5
1998-05-01 12:00:00+00:00,Ibiapaba,97.0,22.0,-77.3
1998-05-01 12:00:00+00:00,Jaguaribana,100.6,20.8,-79.4
1998-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,40.5,-72.8
1998-05-01 12:00:00+00:00,Litoral De Pecem,112.0,47.2,-57.8
1998-05-01 12:00:00+00:00,Litoral Norte,121.5,24.7,-79.7
1998-05-01 12:00:00+00:00,Macico De Baturite,136.6,19.0,-86.1
1998-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,11.5,-83.6
1998-06-01 12:00:00+00:00,Cariri,20.1,2.9,-85.6
1998-06-01 12:00:00+00:00,Ibiapaba,32.8,5.9,-81.9
1998-06-01 12:00:00+00:00,Jaguaribana,43.2,3.6,-91.7
1998-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,20.7,-76.8
1998-06-01 12:00:00+00:00,Litoral De Pecem,53.6,20.7,-61.4
1998-06-01 12:00:00+00:00,Litoral Norte,37.3,8.0,-78.5
1998-06-01 12:00:00+00:00,Macico De Baturite,81.6,4.6,-94.3
1998-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,2.6,-91.2
1998-07-01 12:00:00+00:00,Cariri,10.4,3.5,-66.5
1998-07-01 12:00:00+00:00,Ibiapaba,12.0,1.9,-84.3
1998-07-01 12:00:00+00:00,Jaguaribana,18.1,8.4,-53.8
1998-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,8.9,-73.2
1998-07-01 12:00:00+00:00,Litoral De Pecem,21.8,3.7,-82.9
1998-07-01 12:00:00+00:00,Litoral Norte,11.6,0.4,-97.0
1998-07-01 12:00:00+00:00,Macico De Baturite,33.9,6.4,-81.1
1998-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,3.1,-76.3
1998-08-01 12:00:00+00:00,Cariri,3.4,0.9,-72.5
1998-08-01 12:00:00+00:00,Ibiapaba,2.7,1.9,-31.2
1998-08-01 12:00:00+00:00,Jaguaribana,6.7,8.3,24.6
1998-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,9.2,-8.7
1998-08-01 12:00:00+00:00,Litoral De Pecem,4.2,3.3,-21.6
1998-08-01 12:00:00+00:00,Litoral Norte,2.2,1.5,-32.6
1998-08-01 12:00:00+00:00,Macico De Baturite,12.9,7.6,-40.8
1998-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,2.8,-42.0
1998-09-01 12:00:00+00:00,Cariri,5.6,0.6,-89.6
1998-09-01 12:00:00+00:00,Ibiapaba,1.1,0.5,-59.3
1998-09-01 12:00:00+00:00,Jaguaribana,1.4,0.2,-88.3
1998-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,0.6,-89.9
1998-09-01 12:00:00+00:00,Litoral De Pecem,1.8,0.0,-100.0
1998-09-01 12:00:00+00:00,Litoral Norte,0.5,0.1,-76.2
1998-09-01 12:00:00+00:00,Macico De Baturite,4.5,0.1,-98.2
1998-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,0.0,-99.5
1998-10-01 12:00:00+00:00,Cariri,13.5,1.7,-87.3
1998-10-01 12:00:00+00:00,Ibiapaba,3.0,0.1,-97.7
1998-10-01 12:00:00+00:00,Jaguaribana,2.6,0.8,-71.1
1998-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,0.5,-85.6
1998-10-01 12:00:00+00:00,Litoral De Pecem,1.4,0.7,-51.0
1998-10-01 12:00:00+00:00,Litoral Norte,0.7,0.2,-66.3
1998-10-01 12:00:00+00:00,Macico De Baturite,3.5,1.9,-45.6
1998-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,0.4,-89.8
1998-11-01 12:00:00+00:00,Cariri,19.5,6.7,-65.9
1998-11-01 12:00:00+00:00,Ibiapaba,6.8,0.0,-100.0
1998-11-01 12:00:00+00:00,Jaguaribana,3.2,0.7,-78.4
1998-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,0.7,-80.2
1998-11-01 12:00:00+00:00,Litoral De Pecem,2.0,0.7,-65.9
1998-11-01 12:00:00+00:00,Litoral Norte,1.4,1.4,-3.7
1998-11-01 12:00:00+00:00,Macico De Baturite,5.1,3.1,-39.8
1998-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,0.3,-94.8
