datahora,Macrorregioes,Normal(mm),Observado(mm),Desvio(%)
1982-04-01 12:00:00+00:00,Cariri,178.5,164.1,-8.1
1982-04-01 12:00:00+00:00,Ibiapaba,208.0,150.1,-27.8
1982-04-01 12:00:00+00:00,Jaguaribana,184.2,184.3,0.0
1982-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,169.0,-35.8
1982-04-01 12:00:00+00:00,Litoral De Pecem,210.0,166.1,-20.9
1982-04-01 12:00:00+00:00,Litoral Norte,240.2,234.9,-2.2
1982-04-01 12:00:00+00:00,Macico De Baturite,222.5,131.8,-40.8
1982-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,125.0,-20.8
1982-05-01 12:00:00+00:00,Cariri,64.1,24.1,-62.4
1982-05-01 12:00:00+00:00,Ibiapaba,97.0,43.3,-55.4
1982-05-01 12:00:00+00:00,Jaguaribana,100.6,101.8,1.2
1982-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,98.7,-33.7
1982-05-01 12:00:00+00:00,Litoral De Pecem,112.0,54.0,-51.8
1982-05-01 12:00:00+00:00,Litoral Norte,121.5,51.6,-57.5
1982-05-01 12:00:00+00:00,Macico De Baturite,136.6,141.0,3.2
1982-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,58.6,-16.3
1982-06-01 12:00:00+00:00,Cariri,20.1,4.4,-77.9
1982-06-01 12:00:00+00:00,Ibiapaba,32.8,14.2,-56.6
1982-06-01 12:00:00+00:00,Jaguaribana,43.2,23.3,-46.2
1982-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,38.5,-56.7
1982-06-01 12:00:00+00:00,Litoral De Pecem,53.6,29.9,-44.2
1982-06-01 12:00:00+00:00,Litoral Norte,37.3,26.0,-30.3
1982-06-01 12:00:00+00:00,Macico De Baturite,81.6,44.3,-45.8
1982-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,11.6,-60.1
1982-07-01 12:00:00+00:00,Cariri,10.4,3.3,-68.6
1982-07-01 12:00:00+00:00,Ibiapaba,12.0,4.2,-64.9
1982-07-01 12:00:00+00:00,Jaguaribana,18.1,16.5,-8.8
1982-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,24.0,-27.4
1982-07-01 12:00:00+00:00,Litoral De Pecem,21.8,10.4,-52.5
1982-07-01 12:00:00+00:00,Litoral Norte,11.6,2.2,-81.0
1982-07-01 12:00:00+00:00,Macico De Baturite,33.9,16.9,-50.3
1982-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,7.1,-44.5
1982-08-01 12:00:00+00:00,Cariri,3.4,2.8,-18.7
1982-08-01 12:00:00+00:00,Ibiapaba,2.7,0.5,-81.8
1982-08-01 12:00:00+00:00,Jaguaribana,6.7,3.7,-44.0
1982-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,8.6,-14.5
1982-08-01 12:00:00+00:00,Litoral De Pecem,4.2,3.0,-28.1
1982-08-01 12:00:00+00:00,Litoral Norte,2.2,1.9,-10.8
1982-08-01 12:00:00+00:00,Macico De Baturite,12.9,8.4,-35.0
1982-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,4.0,-17.0
1982-09-01 12:00:00+00:00,Cariri,5.6,4.7,-14.8
1982-09-01 12:00:00+00:00,Ibiapaba,1.1,0.3,-74.7
1982-09-01 12:00:00+00:00,Jaguaribana,1.4,0.8,-45.2
1982-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,6.7,14.5
1982-09-01 12:00:00+00:00,Litoral De Pecem,1.8,3.5,98.7
1982-09-01 12:00:00+00:00,Litoral Norte,0.5,0.1,-82.1
1982-09-01 12:00:00+00:00,Macico De Baturite,4.5,5.3,18.4
1982-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,1.9,2.8
1982-10-01 12:00:00+00:00,Cariri,13.5,7.8,-42.5
1982-10-01 12:00:00+00:00,Ibiapaba,3.0,3.2,5.9
1982-10-01 12:00:00+00:00,Jaguaribana,2.6,4.4,70.8
1982-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,8.2,145.5
1982-10-01 12:00:00+00:00,Litoral De Pecem,1.4,3.3,140.1
1982-10-01 12:00:00+00:00,Litoral Norte,0.7,0.9,23.4
1982-10-01 12:00:00+00:00,Macico De Baturite,3.5,7.3,104.6
1982-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,3.6,-2.2
1982-11-01 12:00:00+00:00,Cariri,19.5,17.2,-11.9
1982-11-01 12:00:00+00:00,Ibiapaba,6.8,11.9,76.4
1982-11-01 12:00:00+00:00,Jaguaribana,3.2,5.8,81.2
1982-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,8.7,139.2
1982-11-01 12:00:00+00:00,Litoral De Pecem,2.0,2.6,29.5
1982-11-01 12:00:00+00:00,Litoral Norte,1.4,0.9,-40.4
1982-11-01 12:00:00+00:00,Macico De Baturite,5.1,9.9,93.4
1982-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,6.7,34.0
1982-12-01 12:00:00+00:00,Cariri,68.0,60.7,-10.8
1982-12-01 12:00:00+00:00,Ibiapaba,34.2,8.9,-74.0
1982-12-01 12:00:00+00:00,Jaguaribana,21.4,5.9,-72.4
1982-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,15.8,-37.4
1982-12-01 12:00:00+00:00,Litoral De Pecem,18.2,2.6,-85.6
1982-12-01 12:00:00+00:00,Litoral Norte,20.5,1.0,-95.1
1982-12-01 12:00:00+00:00,Macico De Baturite,23.9,7.1,-70.4
1982-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,7.4,-77.0
1983-01-01 12:00:00+00:00,Cariri,147.7,53.8,-63.6
1983-01-01 12:00:00+00:00,Ibiapaba,109.5,8.3,-92.4
1983-01-01 12:00:00+00:00,Jaguaribana,84.7,10.1,-88.1
1983-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,10.3,-89.3
1983-01-01 12:00:00+00:00,Litoral De Pecem,87.5,7.2,-91.8
1983-01-01 12:00:00+00:00,Litoral Norte,111.0,6.4,-94.3
1983-01-01 12:00:00+00:00,Macico De Baturite,96.9,9.0,-90.7
1983-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,9.5,-89.2
1983-02-01 12:00:00+00:00,Cariri,157.7,183.4,16.3
1983-02-01 12:00:00+00:00,Ibiapaba,136.6,105.5,-22.8
1983-02-01 12:00:00+00:00,Jaguaribana,105.7,114.2,8.0
1983-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,143.4,7.2
1983-02-01 12:00:00+00:00,Litoral De Pecem,122.9,80.6,-34.4
1983-02-01 12:00:00+00:00,Litoral Norte,152.4,87.3,-42.8
1983-02-01 12:00:00+00:00,Macico De Baturite,116.8,164.9,41.3
1983-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,109.6,12.2
1983-03-01 12:00:00+00:00,Cariri,216.3,139.1,-35.7
1983-03-01 12:00:00+00:00,Ibiapaba,230.5,95.3,-58.7
1983-03-01 12:00:00+00:00,Jaguaribana,189.5,140.3,-26.0
1983-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,161.6,-35.6
1983-03-01 12:00:00+00:00,Litoral De Pecem,231.5,115.9,-49.9
1983-03-01 12:00:00+00:00,Litoral Norte,264.2,89.2,-66.2
1983-03-01 12:00:00+00:00,Macico De Baturite,209.5,149.3,-28.7
1983-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,103.2,-40.0
1983-04-01 12:00:00+00:00,Cariri,178.5,58.1,-67.4
1983-04-01 12:00:00+00:00,Ibiapaba,208.0,75.8,-63.6
1983-04-01 12:00:00+00:00,Jaguaribana,184.2,66.0,-64.2
1983-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,62.3,-76.3
1983-04-01 12:00:00+00:00,Litoral De Pecem,210.0,83.4,-60.3
1983-04-01 12:00:00+00:00,Litoral Norte,240.2,78.9,-67.2
1983-04-01 12:00:00+00:00,Macico De Baturite,222.5,86.3,-61.2
1983-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,43.4,-72.5
1983-05-01 12:00:00+00:00,Cariri,64.1,5.3,-91.7
1983-05-01 12:00:00+00:00,Ibiapaba,97.0,9.9,-89.8
1983-05-01 12:00:00+00:00,Jaguaribana,100.6,20.3,-79.8
1983-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,55.3,-62.9
1983-05-01 12:00:00+00:00,Litoral De Pecem,112.0,30.3,-72.9
1983-05-01 12:00:00+00:00,Litoral Norte,121.5,13.7,-88.7
1983-05-01 12:00:00+00:00,Macico De Baturite,136.6,53.5,-60.9
1983-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,10.8,-84.6
1983-06-01 12:00:00+00:00,Cariri,20.1,13.9,-30.8
1983-06-01 12:00:00+00:00,Ibiapaba,32.8,2.0,-93.9
1983-06-01 12:00:00+00:00,Jaguaribana,43.2,1.6,-96.3
1983-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,24.2,-72.8
1983-06-01 12:00:00+00:00,Litoral De Pecem,53.6,12.4,-76.8
1983-06-01 12:00:00+00:00,Litoral Norte,37.3,5.0,-86.5
1983-06-01 12:00:00+00:00,Macico De Baturite,81.6,6.4,-92.2
1983-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,3.4,-88.3
1983-07-01 12:00:00+00:00,Cariri,10.4,3.8,-63.6
1983-07-01 12:00:00+00:00,Ibiapaba,12.0,0.2,-98.2
1983-07-01 12:00:00+00:00,Jaguaribana,18.1,1.5,-92.0
1983-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,6.4,-80.7
1983-07-01 12:00:00+00:00,Litoral De Pecem,21.8,0.9,-95.7
1983-07-01 12:00:00+00:00,Litoral Norte,11.6,0.5,-95.8
1983-07-01 12:00:00+00:00,Macico De Baturite,33.9,2.1,-93.9
1983-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,2.9,-77.3
1983-08-01 12:00:00+00:00,Cariri,3.4,0.9,-72.8
1983-08-01 12:00:00+00:00,Ibiapaba,2.7,0.4,-85.1
1983-08-01 12:00:00+00:00,Jaguaribana,6.7,2.6,-61.5
1983-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,2.6,-74.6
1983-08-01 12:00:00+00:00,Litoral De Pecem,4.2,0.4,-91.6
1983-08-01 12:00:00+00:00,Litoral Norte,2.2,1.4,-33.5
1983-08-01 12:00:00+00:00,Macico De Baturite,12.9,2.1,-83.6
1983-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,2.0,-58.3
1983-09-01 12:00:00+00:00,Cariri,5.6,1.0,-81.3
1983-09-01 12:00:00+00:00,Ibiapaba,1.1,0.0,-97.3
1983-09-01 12:00:00+00:00,Jaguaribana,1.4,0.0,-97.1
1983-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,0.4,-93.7
1983-09-01 12:00:00+00:00,Litoral De Pecem,1.8,0.0,-97.8
1983-09-01 12:00:00+00:00,Litoral Norte,0.5,0.0,-100.0
1983-09-01 12:00:00+00:00,Macico De Baturite,4.5,1.5,-65.4
1983-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,0.2,-91.5
1983-10-01 12:00:00+00:00,Cariri,13.5,2.6,-81.0
1983-10-01 12:00:00+00:00,Ibiapaba,3.0,1.1,-64.8
1983-10-01 12:00:00+00:00,Jaguaribana,2.6,0.2,-93.8
1983-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,5.3,60.3
1983-10-01 12:00:00+00:00,Litoral De Pecem,1.4,0.4,-69.3
1983-10-01 12:00:00+00:00,Litoral Norte,0.7,0.0,-95.8
1983-10-01 12:00:00+00:00,Macico De Baturite,3.5,3.4,-3.0
1983-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,1.3,-65.4
1983-11-01 12:00:00+00:00,Cariri,19.5,3.5,-82.1
1983-11-01 12:00:00+00:00,Ibiapaba,6.8,0.0,-100.0
1983-11-01 12:00:00+00:00,Jaguaribana,3.2,0.1,-98.1
1983-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,0.7,-81.0
1983-11-01 12:00:00+00:00,Litoral De Pecem,2.0,0.0,-98.5
1983-11-01 12:00:00+00:00,Litoral Norte,1.4,0.0,-100.0
1983-11-01 12:00:00+00:00,Macico De Baturite,5.1,1.1,-79.6
1983-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,0.1,-99.0
1983-12-01 12:00:00+00:00,Cariri,68.0,31.3,-53.9
1983-12-01 12:00:00+00:00,Ibiapaba,34.2,6.1,-82.1
1983-12-01 12:00:00+00:00,Jaguaribana,21.4,1.6,-92.5
1983-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,15.9,-37.3
1983-12-01 12:00:00+00:00,Litoral De Pecem,18.2,9.5,-48.1
1983-12-01 12:00:00+00:00,Litoral Norte,20.5,5.9,-71.1
1983-12-01 12:00:00+00:00,Macico De Baturite,23.9,3.1,-87.3
1983-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,5.9,-81.8
1984-01-01 12:00:00+00:00,Cariri,147.7,79.4,-46.3
1984-01-01 12:00:00+00:00,Ibiapaba,109.5,78.1,-28.7
1984-01-01 12:00:00+00:00,Jaguaribana,84.7,25.4,-70.0
1984-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,47.9,-50.3
1984-01-01 12:00:00+00:00,Litoral De Pecem,87.5,28.7,-67.2
1984-01-01 12:00:00+00:00,Litoral Norte,111.0,78.8,-29.1
1984-01-01 12:00:00+00:00,Macico De Baturite,96.9,47.2,-51.3
1984-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,32.5,-62.9
1984-02-01 12:00:00+00:00,Cariri,157.7,92.5,-41.3
1984-02-01 12:00:00+00:00,Ibiapaba,136.6,102.2,-25.2
1984-02-01 12:00:00+00:00,Jaguaribana,105.7,50.2,-52.5
1984-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,112.8,-15.6
1984-02-01 12:00:00+00:00,Litoral De Pecem,122.9,104.0,-15.3
1984-02-01 12:00:00+00:00,Litoral Norte,152.4,135.8,-10.9
1984-02-01 12:00:00+00:00,Macico De Baturite,116.8,104.8,-10.2
1984-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,60.1,-38.5
1984-03-01 12:00:00+00:00,Cariri,216.3,208.8,-3.5
1984-03-01 12:00:00+00:00,Ibiapaba,230.5,328.5,42.5
1984-03-01 12:00:00+00:00,Jaguaribana,189.5,299.0,57.8
1984-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,291.1,16.1
1984-03-01 12:00:00+00:00,Litoral De Pecem,231.5,298.2,28.8
1984-03-01 12:00:00+00:00,Litoral Norte,264.2,350.4,32.6
1984-03-01 12:00:00+00:00,Macico De Baturite,209.5,278.1,32.7
1984-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,219.9,28.0
1984-04-01 12:00:00+00:00,Cariri,178.5,337.2,88.9
1984-04-01 12:00:00+00:00,Ibiapaba,208.0,328.2,57.8
1984-04-01 12:00:00+00:00,Jaguaribana,184.2,397.2,115.6
1984-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,301.4,14.5
1984-04-01 12:00:00+00:00,Litoral De Pecem,210.0,273.8,30.4
1984-04-01 12:00:00+00:00,Litoral Norte,240.2,358.1,49.1
1984-04-01 12:00:00+00:00,Macico De Baturite,222.5,259.1,16.4
1984-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,299.8,90.1
1984-05-01 12:00:00+00:00,Cariri,64.1,65.7,2.5
1984-05-01 12:00:00+00:00,Ibiapaba,97.0,161.1,66.1
1984-05-01 12:00:00+00:00,Jaguaribana,100.6,194.7,93.4
1984-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,284.4,91.0
1984-05-01 12:00:00+00:00,Litoral De Pecem,112.0,194.4,73.6
1984-05-01 12:00:00+00:00,Litoral Norte,121.5,232.5,91.4
1984-05-01 12:00:00+00:00,Macico De Baturite,136.6,270.6,98.0
1984-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,103.6,48.0
1984-06-01 12:00:00+00:00,Cariri,20.1,6.5,-67.9
1984-06-01 12:00:00+00:00,Ibiapaba,32.8,46.5,42.1
1984-06-01 12:00:00+00:00,Jaguaribana,43.2,41.0,-5.3
1984-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,168.1,89.0
1984-06-01 12:00:00+00:00,Litoral De Pecem,53.6,87.8,63.9
1984-06-01 12:00:00+00:00,Litoral Norte,37.3,53.8,44.5
1984-06-01 12:00:00+00:00,Macico De Baturite,81.6,104.9,28.5
1984-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,28.1,-2.9
1984-07-01 12:00:00+00:00,Cariri,10.4,4.7,-55.1
1984-07-01 12:00:00+00:00,Ibiapaba,12.0,7.8,-34.5
1984-07-01 12:00:00+00:00,Jaguaribana,18.1,36.8,102.9
1984-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,80.5,143.4
1984-07-01 12:00:00+00:00,Litoral De Pecem,21.8,35.0,60.6
1984-07-01 12:00:00+00:00,Litoral Norte,11.6,13.1,12.4
1984-07-01 12:00:00+00:00,Macico De Baturite,33.9,78.6,131.7
1984-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,19.2,49.0
1984-08-01 12:00:00+00:00,Cariri,3.4,4.1,18.8
1984-08-01 12:00:00+00:00,Ibiapaba,2.7,1.2,-57.4
1984-08-01 12:00:00+00:00,Jaguaribana,6.7,16.7,150.1
1984-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,47.2,371.1
1984-08-01 12:00:00+00:00,Litoral De Pecem,4.2,8.7,108.5
1984-08-01 12:00:00+00:00,Litoral Norte,2.2,2.6,21.8
1984-08-01 12:00:00+00:00,Macico De Baturite,12.9,44.5,246.1
1984-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,6.6,36.7
1984-09-01 12:00:00+00:00,Cariri,5.6,4.3,-21.8
1984-09-01 12:00:00+00:00,Ibiapaba,1.1,0.7,-33.1
1984-09-01 12:00:00+00:00,Jaguaribana,1.4,4.3,212.5
1984-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,14.8,152.9
1984-09-01 12:00:00+00:00,Litoral De Pecem,1.8,3.7,107.2
1984-09-01 12:00:00+00:00,Litoral Norte,0.5,1.0,106.5
1984-09-01 12:00:00+00:00,Macico De Baturite,4.5,9.2,106.0
1984-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,3.9,107.8
1984-10-01 12:00:00+00:00,Cariri,13.5,40.0,195.9
1984-10-01 12:00:00+00:00,Ibiapaba,3.0,4.1,34.2
1984-10-01 12:00:00+00:00,Jaguaribana,2.6,2.0,-23.3
1984-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,16.4,393.2
1984-10-01 12:00:00+00:00,Litoral De Pecem,1.4,6.9,407.3
1984-10-01 12:00:00+00:00,Litoral Norte,0.7,1.9,165.1
1984-10-01 12:00:00+00:00,Macico De Baturite,3.5,10.6,198.5
1984-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,13.0,257.5
1984-11-01 12:00:00+00:00,Cariri,19.5,20.2,3.5
1984-11-01 12:00:00+00:00,Ibiapaba,6.8,4.9,-26.9
1984-11-01 12:00:00+00:00,Jaguaribana,3.2,0.8,-74.0
1984-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,4.9,34.7
1984-11-01 12:00:00+00:00,Litoral De Pecem,2.0,0.8,-59.9
1984-11-01 12:00:00+00:00,Litoral Norte,1.4,1.3,-12.0
1984-11-01 12:00:00+00:00,Macico De Baturite,5.1,5.3,2.7
1984-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,8.8,75.6
1984-12-01 12:00:00+00:00,Cariri,68.0,41.8,-38.5
1984-12-01 12:00:00+00:00,Ibiapaba,34.2,12.8,-62.6
1984-12-01 12:00:00+00:00,Jaguaribana,21.4,3.8,-82.1
1984-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,8.0,-68.4
1984-12-01 12:00:00+00:00,Litoral De Pecem,18.2,7.9,-56.9
1984-12-01 12:00:00+00:00,Litoral Norte,20.5,4.0,-80.5
1984-12-01 12:00:00+00:00,Macico De Baturite,23.9,15.2,-36.6
1984-12-01 12:00:00+00:00,Sertao Central E Inhamuns,32.2,14.6,-54.8
1985-01-01 12:00:00+00:00,Cariri,147.7,308.6,108.9
1985-01-01 12:00:00+00:00,Ibiapaba,109.5,220.6,101.5
1985-01-01 12:00:00+00:00,Jaguaribana,84.7,178.8,111.1
1985-01-01 12:00:00+00:00,Litoral De Fortaleza,96.2,218.1,126.7
1985-01-01 12:00:00+00:00,Litoral De Pecem,87.5,209.7,139.7
1985-01-01 12:00:00+00:00,Litoral Norte,111.0,296.2,166.8
1985-01-01 12:00:00+00:00,Macico De Baturite,96.9,166.9,72.1
1985-01-01 12:00:00+00:00,Sertao Central E Inhamuns,87.6,161.2,84.1
1985-02-01 12:00:00+00:00,Cariri,157.7,374.2,137.3
1985-02-01 12:00:00+00:00,Ibiapaba,136.6,312.0,128.4
1985-02-01 12:00:00+00:00,Jaguaribana,105.7,346.5,227.6
1985-02-01 12:00:00+00:00,Litoral De Fortaleza,133.7,417.0,211.9
1985-02-01 12:00:00+00:00,Litoral De Pecem,122.9,342.7,178.9
1985-02-01 12:00:00+00:00,Litoral Norte,152.4,358.4,135.1
1985-02-01 12:00:00+00:00,Macico De Baturite,116.8,338.9,190.3
1985-02-01 12:00:00+00:00,Sertao Central E Inhamuns,97.7,226.0,131.5
1985-03-01 12:00:00+00:00,Cariri,216.3,298.2,37.9
1985-03-01 12:00:00+00:00,Ibiapaba,230.5,413.1,79.2
1985-03-01 12:00:00+00:00,Jaguaribana,189.5,325.8,71.9
1985-03-01 12:00:00+00:00,Litoral De Fortaleza,250.8,369.5,47.3
1985-03-01 12:00:00+00:00,Litoral De Pecem,231.5,358.6,54.9
1985-03-01 12:00:00+00:00,Litoral Norte,264.2,420.9,59.3
1985-03-01 12:00:00+00:00,Macico De Baturite,209.5,387.7,85.0
1985-03-01 12:00:00+00:00,Sertao Central E Inhamuns,171.8,303.6,76.7
1985-04-01 12:00:00+00:00,Cariri,178.5,381.6,113.8
1985-04-01 12:00:00+00:00,Ibiapaba,208.0,395.1,89.9
1985-04-01 12:00:00+00:00,Jaguaribana,184.2,410.3,122.7
1985-04-01 12:00:00+00:00,Litoral De Fortaleza,263.3,362.6,37.7
1985-04-01 12:00:00+00:00,Litoral De Pecem,210.0,427.4,103.6
1985-04-01 12:00:00+00:00,Litoral Norte,240.2,496.1,106.6
1985-04-01 12:00:00+00:00,Macico De Baturite,222.5,318.4,43.1
1985-04-01 12:00:00+00:00,Sertao Central E Inhamuns,157.7,391.1,148.0
1985-05-01 12:00:00+00:00,Cariri,64.1,114.7,79.0
1985-05-01 12:00:00+00:00,Ibiapaba,97.0,211.4,118.0
1985-05-01 12:00:00+00:00,Jaguaribana,100.6,211.3,109.9
1985-05-01 12:00:00+00:00,Litoral De Fortaleza,148.9,261.6,75.7
1985-05-01 12:00:00+00:00,Litoral De Pecem,112.0,209.3,86.9
1985-05-01 12:00:00+00:00,Litoral Norte,121.5,243.2,100.2
1985-05-01 12:00:00+00:00,Macico De Baturite,136.6,274.5,100.9
1985-05-01 12:00:00+00:00,Sertao Central E Inhamuns,70.0,119.9,71.4
1985-06-01 12:00:00+00:00,Cariri,20.1,72.2,259.7
1985-06-01 12:00:00+00:00,Ibiapaba,32.8,85.1,159.9
1985-06-01 12:00:00+00:00,Jaguaribana,43.2,113.8,163.1
1985-06-01 12:00:00+00:00,Litoral De Fortaleza,89.0,177.1,99.1
1985-06-01 12:00:00+00:00,Litoral De Pecem,53.6,123.1,129.9
1985-06-01 12:00:00+00:00,Litoral Norte,37.3,83.7,124.5
1985-06-01 12:00:00+00:00,Macico De Baturite,81.6,155.2,90.1
1985-06-01 12:00:00+00:00,Sertao Central E Inhamuns,29.0,71.5,146.8
1985-07-01 12:00:00+00:00,Cariri,10.4,39.5,280.9
1985-07-01 12:00:00+00:00,Ibiapaba,12.0,51.2,327.8
1985-07-01 12:00:00+00:00,Jaguaribana,18.1,85.6,372.3
1985-07-01 12:00:00+00:00,Litoral De Fortaleza,33.1,92.1,178.4
1985-07-01 12:00:00+00:00,Litoral De Pecem,21.8,65.9,202.5
1985-07-01 12:00:00+00:00,Litoral Norte,11.6,41.2,254.0
1985-07-01 12:00:00+00:00,Macico De Baturite,33.9,107.1,215.7
1985-07-01 12:00:00+00:00,Sertao Central E Inhamuns,12.9,52.2,306.0
1985-08-01 12:00:00+00:00,Cariri,3.4,7.0,104.5
1985-08-01 12:00:00+00:00,Ibiapaba,2.7,2.7,-2.1
1985-08-01 12:00:00+00:00,Jaguaribana,6.7,11.3,69.7
1985-08-01 12:00:00+00:00,Litoral De Fortaleza,10.0,13.4,34.0
1985-08-01 12:00:00+00:00,Litoral De Pecem,4.2,11.3,170.9
1985-08-01 12:00:00+00:00,Litoral Norte,2.2,8.9,313.2
1985-08-01 12:00:00+00:00,Macico De Baturite,12.9,19.9,54.7
1985-08-01 12:00:00+00:00,Sertao Central E Inhamuns,4.8,12.7,161.6
1985-09-01 12:00:00+00:00,Cariri,5.6,7.2,29.3
1985-09-01 12:00:00+00:00,Ibiapaba,1.1,4.9,344.7
1985-09-01 12:00:00+00:00,Jaguaribana,1.4,1.2,-16.0
1985-09-01 12:00:00+00:00,Litoral De Fortaleza,5.8,6.5,10.4
1985-09-01 12:00:00+00:00,Litoral De Pecem,1.8,7.2,303.6
1985-09-01 12:00:00+00:00,Litoral Norte,0.5,2.7,434.1
1985-09-01 12:00:00+00:00,Macico De Baturite,4.5,6.7,51.0
1985-09-01 12:00:00+00:00,Sertao Central E Inhamuns,1.9,3.0,59.3
1985-10-01 12:00:00+00:00,Cariri,13.5,1.6,-88.2
1985-10-01 12:00:00+00:00,Ibiapaba,3.0,0.0,-99.7
1985-10-01 12:00:00+00:00,Jaguaribana,2.6,0.1,-98.1
1985-10-01 12:00:00+00:00,Litoral De Fortaleza,3.3,1.6,-52.3
1985-10-01 12:00:00+00:00,Litoral De Pecem,1.4,2.8,107.2
1985-10-01 12:00:00+00:00,Litoral Norte,0.7,0.0,-95.8
1985-10-01 12:00:00+00:00,Macico De Baturite,3.5,1.5,-59.1
1985-10-01 12:00:00+00:00,Sertao Central E Inhamuns,3.6,0.1,-96.4
1985-11-01 12:00:00+00:00,Cariri,19.5,17.3,-11.6
1985-11-01 12:00:00+00:00,Ibiapaba,6.8,1.5,-78.1
1985-11-01 12:00:00+00:00,Jaguaribana,3.2,0.2,-95.0
1985-11-01 12:00:00+00:00,Litoral De Fortaleza,3.6,3.2,-12.8
1985-11-01 12:00:00+00:00,Litoral De Pecem,2.0,0.9,-57.4
1985-11-01 12:00:00+00:00,Litoral Norte,1.4,0.5,-66.1
1985-11-01 12:00:00+00:00,Macico De Baturite,5.1,3.1,-39.0
1985-11-01 12:00:00+00:00,Sertao Central E Inhamuns,5.0,5.1,2.0
1985-12-01 12:00:00+00:00,Cariri,68.0,170.3,150.6
1985-12-01 12:00:00+00:00,Ibiapaba,34.2,134.5,293.5
1985-12-01 12:00:00+00:00,Jaguaribana,21.4,61.2,186.1
1985-12-01 12:00:00+00:00,Litoral De Fortaleza,25.3,110.9,338.9
1985-12-01 12:00:00+00:00,Litoral De Pecem,18.2,91.4,401.4
1985-12-01 12:00:00+00:00,Litoral Norte,20.5,109.8,435.0
1985-12-01 12:00:00+00:00,Macico De Baturite,23.9,61.6,157.3
