datahora,Macrorregioes,Normal(mm),Observado(mm),Desvio(%)
2012-04-01 12:00:00+00:00,Estado do Ceará,188.0,52.6,-72.0
2012-05-01 12:00:00+00:00,Estado do Ceará,90.6,18.6,-79.5
2012-06-01 12:00:00+00:00,Estado do Ceará,37.5,19.5,-48.1
2012-07-01 12:00:00+00:00,Estado do Ceará,15.4,6.6,-57.4
2012-08-01 12:00:00+00:00,Estado do Ceará,4.9,0.3,-94.7
2012-09-01 12:00:00+00:00,Estado do Ceará,2.2,0.1,-93.6
2012-10-01 12:00:00+00:00,Estado do Ceará,3.9,0.3,-93.2
2012-11-01 12:00:00+00:00,Estado do Ceará,5.8,1.7,-70.7
2012-12-01 12:00:00+00:00,Estado do Ceará,31.6,4.0,-87.3
2013-01-01 12:00:00+00:00,Estado do Ceará,98.7,37.6,-61.9
2013-02-01 12:00:00+00:00,Estado do Ceará,118.6,61.6,-48.1
2013-03-01 12:00:00+00:00,Estado do Ceará,203.4,78.4,-61.4
2013-04-01 12:00:00+00:00,Estado do Ceará,188.0,132.1,-29.7
2013-05-01 12:00:00+00:00,Estado do Ceará,90.6,92.2,1.8
2013-06-01 12:00:00+00:00,Estado do Ceará,37.5,60.6,61.5
2013-07-01 12:00:00+00:00,Estado do Ceará,15.4,29.7,93.3
2013-08-01 12:00:00+00:00,Estado do Ceará,4.9,1.4,-71.9
2013-09-01 12:00:00+00:00,Estado do Ceará,2.2,0.4,-80.0
2013-10-01 12:00:00+00:00,Estado do Ceará,3.9,2.7,-32.8
2013-11-01 12:00:00+00:00,Estado do Ceará,5.8,17.9,209.7
2013-12-01 12:00:00+00:00,Estado do Ceará,31.6,36.7,16.1
2014-01-01 12:00:00+00:00,Estado do Ceará,98.7,46.6,-52.8
2014-02-01 12:00:00+00:00,Estado do Ceará,118.6,91.9,-22.5
2014-03-01 12:00:00+00:00,Estado do Ceará,203.4,158.3,-22.2
2014-04-01 12:00:00+00:00,Estado do Ceará,188.0,124.9,-33.6
2014-05-01 12:00:00+00:00,Estado do Ceará,90.6,85.1,-6.1
2014-06-01 12:00:00+00:00,Estado do Ceará,37.5,10.2,-72.9
2014-07-01 12:00:00+00:00,Estado do Ceará,15.4,5.2,-66.0
2014-08-01 12:00:00+00:00,Estado do Ceará,4.9,0.3,-94.9
2014-09-01 12:00:00+00:00,Estado do Ceará,2.2,2.4,11.1
2014-10-01 12:00:00+00:00,Estado do Ceará,3.9,10.1,156.7
2014-11-01 12:00:00+00:00,Estado do Ceará,5.8,24.7,329.0
2014-12-01 12:00:00+00:00,Estado do Ceará,31.6,5.8,-81.7
2015-01-01 12:00:00+00:00,Estado do Ceará,98.7,27.8,-71.9
2015-02-01 12:00:00+00:00,Estado do Ceará,118.6,96.3,-18.9
2015-03-01 12:00:00+00:00,Estado do Ceará,203.4,178.4,-12.3
2015-04-01 12:00:00+00:00,Estado do Ceará,188.0,106.4,-43.4
2015-05-01 12:00:00+00:00,Estado do Ceará,90.6,37.7,-58.4
2015-06-01 12:00:00+00:00,Estado do Ceará,37.5,36.6,-2.5
2015-07-01 12:00:00+00:00,Estado do Ceará,15.4,36.5,137.5
2015-08-01 12:00:00+00:00,Estado do Ceará,4.9,0.8,-83.0
2015-09-01 12:00:00+00:00,Estado do Ceará,2.2,0.3,-88.6
2015-10-01 12:00:00+00:00,Estado do Ceará,3.9,0.3,-92.9
2015-11-01 12:00:00+00:00,Estado do Ceará,5.8,0.1,-97.9
2015-12-01 12:00:00+00:00,Estado do Ceará,31.6,11.6,-63.3
2016-01-01 12:00:00+00:00,Estado do Ceará,98.7,191.8,94.3
2016-02-01 12:00:00+00:00,Estado do Ceará,118.6,53.2,-55.2
2016-03-01 12:00:00+00:00,Estado do Ceará,203.4,129.4,-36.4
2016-04-01 12:00:00+00:00,Estado do Ceará,188.0,97.4,-48.2
2016-05-01 12:00:00+00:00,Estado do Ceará,90.6,47.4,-47.7
2016-06-01 12:00:00+00:00,Estado do Ceará,37.5,17.6,-52.9
2016-07-01 12:00:00+00:00,Estado do Ceará,15.4,1.0,-93.2
2016-08-01 12:00:00+00:00,Estado do Ceará,4.9,0.1,-98.8
2016-09-01 12:00:00+00:00,Estado do Ceará,2.2,0.7,-66.3
2016-10-01 12:00:00+00:00,Estado do Ceará,3.9,0.2,-95.7
2016-11-01 12:00:00+00:00,Estado do Ceará,5.8,0.6,-90.5
2016-12-01 12:00:00+00:00,Estado do Ceará,31.6,27.5,-13.0
2017-01-01 12:00:00+00:00,Estado do Ceará,98.7,68.3,-30.8
2017-02-01 12:00:00+00:00,Estado do Ceará,118.6,159.9,34.8
2017-03-01 12:00:00+00:00,Estado do Ceará,203.4,206.2,1.4
2017-04-01 12:00:00+00:00,Estado do Ceará,188.0,116.1,-38.3
2017-05-01 12:00:00+00:00,Estado do Ceará,90.6,69.4,-23.3
2017-06-01 12:00:00+00:00,Estado do Ceará,37.5,26.8,-28.4
2017-07-01 12:00:00+00:00,Estado do Ceará,15.4,30.8,100.2
2017-08-01 12:00:00+00:00,Estado do Ceará,4.9,1.7,-64.7
2017-09-01 12:00:00+00:00,Estado do Ceará,2.2,0.6,-71.8
2017-10-01 12:00:00+00:00,Estado do Ceará,3.9,1.4,-65.5
2017-11-01 12:00:00+00:00,Estado do Ceará,5.8,2.8,-50.7
2017-12-01 12:00:00+00:00,Estado do Ceará,31.6,14.1,-55.5
